="                        EXPORT INTENSITY DYNAMICS - Chile (1998 to 2006)"
="",="exs",="exs",="exs",="exs",="exs",="exs",="exs",="exs",="exs"
="exporter",="0.220",="0.220",="0.159",="0.092",="0.092",="0.107",="0.108",="0.108",="0.105"
="",="21.40",="19.67",="19.75",="13.13",="13.17",="14.22",="11.58",="11.59",="11.60"
="L.lnemp",="",="0.003",="-0.000",="-0.001",="",="",="-0.001",="",=""
="",="",="0.66",="-0.10",="-0.86",="",="",="-1.25",="",=""
="L.exporter",="",="",="0.080",="-0.055",="-0.055",="-0.061",="-0.061",="-0.061",="-0.060"
="",="",="",="12.26",="-9.90",="-9.93",="-11.07",="-8.44",="-8.48",="-8.50"
="L.exs",="",="",="",="0.861",="0.861",="0.851",="0.849",="0.849",="0.851"
="",="",="",="",="70.40",="70.36",="63.57",="61.89",="61.83",="61.79"
="stopper",="",="",="",="",="",="-0.056",="-0.052",="-0.051",="-0.051"
="",="",="",="",="",="",="-8.11",="-6.04",="-6.02",="-5.91"
="starter",="",="",="",="",="",="",="-0.007",="-0.007",="-0.006"
="",="",="",="",="",="",="",="-0.60",="-0.60",="-0.47"
="starterstopper",="",="",="",="",="",="",="-0.009",="-0.009",="-0.008"
="",="",="",="",="",="",="",="-0.61",="-0.63",="-0.56"
="stopperstarter",="",="",="",="",="",="",="-0.023",="-0.023",="-0.025"
="",="",="",="",="",="",="",="-1.49",="-1.51",="-1.64"
="last2",="",="",="",="",="",="",="",="",="-0.008"
="",="",="",="",="",="",="",="",="",="-2.74"
="N",="14913",="13246",="13246",="13246",="13246",="12695",="12695",="12695",="12624"
="r2_a",=".5",=".51",=".51",=".87",=".87",=".87",=".87",=".87",=".87"
="                   EXPORT INTENSITY DYNAMICS - Chile (1998 to 2006) WEIGHTED"
="",="exs",="exs",="exs",="exs",="exs",="exs",="exs",="exs",="exs",="exs",="exs",="exs"
="",="lnemp",="lnemp",="lnemp",="lnemp",="lnsales",="lnsales",="lnsales",="lnsales",="lnsales",="lnsales",="lnsales",="lnsales",="lnsales"
="exporter",="1.00",="0.00",="0.69",="0.00",="1.57",="0.00",="1.55",="0.00",="0.95",="1.40",="0.00",="0.00",="0.00"
="",="20.14",=".",="4.84",=".",="22.33",=".",="22.03",=".",="6.56",="3.27",=".",=".",="."
="marginal",="-0.43",="-0.42",="-0.36",="-0.30",="-0.63",="-0.59",="",="",="-0.30",="-0.75",="-0.22",="",=""
="",="-8.46",="-8.27",="-2.88",="-2.44",="-8.67",="-8.33",="",="",="-2.94",="-1.86",="-2.19",="",=""
="starter",="",="",="",="",="",="",="-0.46",="-0.49",="",="",="",="-0.13",="-0.75"
="",="",="",="",="",="",="",="-7.09",="-6.73",="",="",="",="-1.14",="-1.81"
="stopper",="",="",="",="",="",="",="-0.53",="-0.61",="",="",="",="0.00",=""
="",="",="",="",="",="",="",="-8.10",="-8.74",="",="",="",="0.01",=""
="N",="14913",="4836",="14913",="4836",="14913",="4836",="14347",="4270",="14913",="14913",="4836",="4270",="4821"
="r2_a",=".32",=".19",=".33",=".31",=".44",=".3",=".43",=".046",=".62",=".15",=".67",=".7",=".045"
="                        Linear Probability AND ENTRY "
="",="Exporter",="Exporter",="Exporter",="Exporter",="Exporter",="Exporter",="Exporter",="ExporterW",="ExporterW",="expa02aw",="expa02awNoIND"
="L.exporter",="0.794",="0.751",="0.564",="0.785",="0.747",="0.808",="0.769",="0.831",="0.831",="0.738",="0.804"
="",="85.10",="68.46",="35.82",="72.87",="60.20",="86.34",="71.02",="30.64",="30.64",="22.21",="23.74"
="L2.exporter",="",="",="0.246",="",="",="",="",="",="",="",=""
="",="",="",="15.64",="",="",="",="",="",="",="",=""
="L.lnemp",="",="0.047",="0.036",="0.042",="0.042",="0.037",="0.037",="0.025",="0.025",="0.028",="0.026"
="",="",="13.35",="11.00",="11.92",="11.92",="11.62",="11.62",="2.24",="2.24",="2.05",="2.31"
="L.starter",="",="",="",="-0.241",="-0.213",="-0.229",="-0.204",="-0.189",="-0.189",="-0.177",="-0.176"
="",="",="",="",="-10.16",="-8.93",="-10.15",="-9.05",="-3.71",="-3.71",="-3.75",="-3.46"
="L2.starter",="",="",="",="-0.015",="-0.002",="",="",="",="",="",=""
="",="",="",="",="-0.70",="-0.10",="",="",="",="",="",=""
="L.exs",="",="",="",="",="0.156",="",="0.162",="",="",="0.101",="0.084"
="",="",="",="",="",="9.81",="",="10.77",="",="",="2.08",="2.69"
="last2",="",="",="",="",="",="0.238",="0.239",="0.294",="0.294",="0.245",="0.293"
="",="",="",="",="",="",="11.10",="11.13",="3.88",="3.88",="3.57",="3.87"
="N",="13246",="13246",="11582",="11568",="11568",="13175",="13175",="13175",="13175",="13175",="13175"
="r2_a",=".71",=".72",=".73",=".72",=".73",=".73",=".73",=".67",=".67",=".69",=".67"
