="                        EXPORT INTENSITY DYNAMICS - Compustat (1984 to 1992)"
="",="exs",="exs",="exs",="exs",="exs",="exs",="exs",="exs",="exs"
="exporter",="0.144",="0.145",="0.127",="0.118",="0.122",="0.121",="0.121",="0.127",="0.121"
="",="42.74",="39.95",="31.30",="23.60",="24.36",="24.78",="16.31",="16.28",="15.68"
="L.lnemp",="",="-0.005",="-0.005",="-0.001",="",="",="-0.001",="",=""
="",="",="-7.63",="-7.71",="-6.48",="",="",="-6.54",="",=""
="L.exporter",="",="",="0.019",="-0.090",="-0.094",="-0.092",="-0.093",="-0.098",="-0.094"
="",="",="",="4.90",="-19.39",="-19.97",="-20.31",="-13.72",="-13.74",="-13.17"
="L.exs",="",="",="",="0.841",="0.836",="0.841",="0.847",="0.840",="0.850"
="",="",="",="",="58.15",="58.03",="59.81",="60.21",="59.15",="62.06"
="stopper",="",="",="",="",="",="-0.009",="-0.012",="-0.013",="-0.014"
="",="",="",="",="",="",="-1.56",="-2.04",="-2.30",="-2.36"
="starter",="",="",="",="",="",="",="-0.009",="-0.011",="-0.010"
="",="",="",="",="",="",="",="-0.91",="-1.19",="-1.10"
="starterstopper",="",="",="",="",="",="",="0.031",="0.027",="0.035"
="",="",="",="",="",="",="",="1.15",="1.05",="1.21"
="stopperstarter",="",="",="",="",="",="",="0.005",="0.014",="0.031"
="",="",="",="",="",="",="",="0.19",="0.53",="2.02"
="last2",="",="",="",="",="",="",="",="",="-0.002"
="",="",="",="",="",="",="",="",="",="-1.09"
="N",="24365",="19099",="18968",="18968",="20084",="19694",="18592",="19694",="18185"
="r2_a",=".45",=".46",=".46",=".81",=".8",=".81",=".82",=".81",=".82"
="                   EXPORT INTENSITY DYNAMICS - Compustat (1984 to 1992) WEIGHTED"
="",="exs",="exs",="exs",="exs",="exs",="exs",="exs",="exs",="exs",="exs",="exs",="exs"
="",="lnemp",="lnemp",="lnemp",="lnemp",="lnsales",="lnsales",="lnsales",="lnsales",="lnsales",="lnsales",="lnsales",="lnsales",="lnsales"
="exporter",="0.60",="0.00",="-0.05",="0.00",="0.89",="0.00",="0.00",="0.00",="-0.04",="-0.75",="0.00",="0.00",="0.00"
="",="8.36",=".",="-0.41",=".",="11.54",=".",=".",=".",="-0.34",="-2.05",=".",=".",="."
="marginal",="-0.60",="-0.55",="-0.35",="-0.16",="-0.64",="-0.57",="",="",="-0.40",="-0.49",="-0.17",="",=""
="",="-8.42",="-7.94",="-2.57",="-1.75",="-8.46",="-7.74",="",="",="-3.08",="-1.66",="-1.79",="",=""
="starter",="",="",="",="",="",="",="-0.71",="-0.74",="",="",="",="-0.12",="-0.72"
="",="",="",="",="",="",="",="-8.41",="-7.26",="",="",="",="-0.93",="-2.00"
="stopper",="",="",="",="",="",="",="-0.36",="-0.41",="",="",="",="-0.12",=""
="",="",="",="",="",="",="",="-3.35",="-3.09",="",="",="",="-0.92",=""
="N",="22899",="8983",="22899",="8983",="24365",="9326",="8372",="8372",="24365",="24365",="9326",="8372",="8815"
="r2_a",=".28",=".35",=".62",=".68",=".31",=".37",=".38",=".012",=".71",=".044",=".71",=".72",=".018"
="                        Linear Probability AND ENTRY "
="",="Exporter",="Exporter",="Exporter",="Exporter",="Exporter",="Exporter",="Exporter",="ExporterW",="ExporterW",="expa02aw",="expa02awNoIND"
="L.exporter",="0.901",="0.901",="0.849",="0.909",="0.902",="0.910",="0.902",="0.918",="0.964",="0.912",="0.952"
="",="224.98",="216.35",="70.97",="203.75",="159.56",="226.58",="180.33",="68.47",="137.97",="58.78",="85.55"
="L2.exporter",="",="",="0.060",="",="",="",="",="",="",="",=""
="",="",="",="5.14",="",="",="",="",="",="",="",=""
="L.lnemp",="",="0.001",="0.001",="0.001",="0.001",="0.001",="0.001",="-0.000",="-0.003",="-0.000",="-0.003"
="",="",="1.09",="0.85",="0.82",="1.10",="0.84",="1.24",="-0.14",="-2.22",="-0.07",="-2.30"
="L.starter",="",="",="",="-0.065",="-0.063",="-0.064",="-0.062",="-0.068",="-0.071",="-0.066",="-0.065"
="",="",="",="",="-4.36",="-4.20",="-4.45",="-4.27",="-1.34",="-1.41",="-1.31",="-1.30"
="L2.starter",="",="",="",="-0.029",="-0.028",="",="",="",="",="",=""
="",="",="",="",="-2.21",="-2.15",="",="",="",="",="",=""
="L.exs",="",="",="",="",="0.047",="",="0.058",="",="",="0.082",="0.114"
="",="",="",="",="",="2.27",="",="3.26",="",="",="1.66",="2.29"
="last2",="",="",="",="",="",="0.061",="0.061",="0.039",="0.039",="0.040",="0.039"
="",="",="",="",="",="",="3.30",="3.32",="1.69",="1.47",="1.70",="1.46"
="N",="20084",="18968",="15722",="15398",="15398",="17919",="17919",="17919",="17919",="17919",="17919"
="r2_a",=".84",=".85",=".85",=".85",=".85",=".85",=".85",=".93",=".92",=".93",=".92"
